Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU499776,10-0,2019-03-25 13:26:17.757,Completed,Finland,100,TKS kaupankäyntitili:FI604,5010643,Tampereen Sähkölaitos Oy,Finland,100,TKS/HKM/CO2:FI435,5010491,Tampereen Sähkölaitos Oy,3066,Details
EU499769,10-0,2019-03-25 13:22:01.06,Completed,Italy,100,Caesar,5018638,Ceramiche Caesar S.p.A.,Italy,100,Fap,5018639,Ceramiche Caesar S.p.A.,529,Details
EU500385,10-0,2019-03-25 13:16:03.404,Completed,United Kingdom,100,Belektron TRD,5016818,Belektron d.o.o.,United Kingdom,100,FUTURES CLIENT TRADING ACCOUNT,5017912,Macquarie Bank Limited,193000,Details
EU500405,10-2,2019-03-25 13:15:30.908,Completed,Sweden,100,Fagersta Stainless AB,5001826,Fagersta Stainless AB,European Commission,100,EU Allowance deletion,5016380,European Commission,8854,Details
EU498822,10-2,2019-03-25 13:10:34.149,Completed,Latvia,100,Operator Account:LV64,5012131,SIA „Saulkalne S”,European Commission,100,EU Allowance deletion,5016380,European Commission,1785,Details
EU500414,10-72,2019-03-25 13:09:11.257,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Denmark,100,Spangsbjerg-G V,5006181,DIN Forsyning Varme A/S,764,Details
EU499690,10-71,2019-03-25 13:08:05.193,Completed,Denmark,100,Spangsbjerg-G V,5006181,DIN Forsyning Varme A/S,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,764,Details
EU500410,10-72,2019-03-25 13:07:23.919,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Denmark,100,Hedelund Spidsb,5006145,DIN Forsyning Varme A/S,248,Details
EU499688,10-71,2019-03-25 13:06:25.518,Completed,Denmark,100,Hedelund Spidsb,5006145,DIN Forsyning Varme A/S,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,248,Details
EU500408,10-72,2019-03-25 13:05:13.645,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Denmark,100,Sædding Varmev,5006182,DIN Forsyning Varme A/S,823,Details
