Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
DE15992,3-21,2007-06-05 11:08:56.265,Completed,Germany,120,50 - Anlagenkonto,50,Shell Deutschland GmbH,Denmark,121,Shell Trading International Limited (STIL):DK385,385,Garth Edward,7700,Details
DE15991,10-0,2007-06-05 11:06:50.474,Completed,Germany,120,50 - Anlagenkonto,50,Shell Deutschland GmbH,Germany,120,49 - Anlagenkonto,49,Shell Deutschland GmbH,7800,Details
DE15990,10-0,2007-06-05 11:06:01.157,Completed,Germany,120,50 - Anlagenkonto,50,Shell Deutschland GmbH,Germany,120,53 - Anlagenkonto,53,Shell Deutschland GmbH,2200,Details
DE15989,10-0,2007-06-05 11:04:49.27,Completed,Germany,120,50 - Anlagenkonto,50,Shell Deutschland GmbH,Germany,120,32 - Anlagenkonto,32,Shell Deutschland GmbH,6800,Details
IT7138,10-2,2007-06-05 11:02:10.284,Completed,Italy,120,Operator Account,2249,Barilla G. e R. Fratelli S.p.A,Italy,100,IT-NHA-0,2,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,35295,Details
IT7137,10-2,2007-06-05 11:01:19.419,Completed,Italy,120,Cogenerazione Foggia,2491,Barilla G. e R. Fratelli S.p.A,Italy,100,IT-NHA-0,2,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,31803,Details
FR20536,3-21,2007-06-05 11:00:30.541,Completed,France,120,Raffinerie de Berre,644,COMPAGNIE PETROCHIMIQUE DE BERRE,Denmark,121,Shell Trading International Limited (STIL):DK385,385,Garth Edward,35500,Details
FR20535,3-21,2007-06-05 10:59:34.17,Completed,France,120,Usine chimique de Berre,641,COMPAGNIE PETROCHIMIQUE DE BERRE,Denmark,121,Shell Trading International Limited (STIL):DK385,385,Garth Edward,4300,Details
FR20534,3-21,2007-06-05 10:58:19.106,Completed,France,120,Usine chimique de l'Aubette,642,COMPAGNIE PETROCHIMIQUE DE BERRE,Denmark,121,Shell Trading International Limited (STIL):DK385,385,Garth Edward,3700,Details
FR20533,3-21,2007-06-05 10:57:21.296,Completed,France,120,PETROPLUS RAFFINAGE REICHSTETT,842,METZGER,Denmark,121,Shell Trading International Limited (STIL):DK385,385,Garth Edward,6800,Details
