Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU345754,10-2,2016-04-22 15:21:40.745,Completed,Finland,100,Päästökauppa maxit Kuusankoski:FI303,5010359,Leca Finland Oy,European Commission,100,EU Allowance deletion,5016380,European Commission,25153,Details
EU345660,10-0,2016-04-22 15:21:40.025,Completed,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,200000,Details
EU345664,10-0,2016-04-22 15:20:30.665,Completed,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,Germany,100,Statkraft Markets GmbH,5017011,Statkraft Markets GmbH,643500,Details
EU345670,10-0,2016-04-22 15:18:03.755,Completed,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,2000,Details
EU345399,10-2,2016-04-22 15:17:52.166,Completed,Hungary,100,Operator Account:HU202,5011828,TVK-ERÕMÛ Termelõ és Szolgáltató Kft.,European Commission,100,EU Allowance deletion,5016380,European Commission,136469,Details
EU345744,10-0,2016-04-22 15:15:23.476,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",32000,Details
EU345751,10-72,2016-04-22 15:14:50.035,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,Netherlands,100,Transavia Airlines,5016454,Transavia Airlines B.V.,9247,Details
EU345747,10-0,2016-04-22 15:14:07.216,Completed,United Kingdom,100,BP Gas Marketing Limited (2),5017286,BP Gas Marketing Limited,United Kingdom,100,,5000154,,1063,Details
EU344760,10-2,2016-04-22 15:14:05.965,Completed,Finland,100,Päästökauppatili I:FI129,5010912,Imatran Lämpö Oy,European Commission,100,EU Allowance deletion,5016380,European Commission,4327,Details
EU338938,10-71,2016-04-22 15:13:59.466,Completed,Netherlands,100,Transavia Airlines,5016454,Transavia Airlines B.V.,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,9247,Details
EU343511,10-2,2016-04-22 15:13:29.845,Completed,Italy,100,Operator Account,5013384,ELECTROLUX ITALIA SPA,European Commission,100,EU Allowance deletion,5016380,European Commission,5672,Details
EU338952,10-2,2016-04-22 15:12:30.636,Completed,Netherlands,100,Transavia Airlines,5016454,Transavia Airlines B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,616600,Details
EU345693,10-2,2016-04-22 15:09:32.106,Completed,Portugal,100,"SATA Internacional, S.A.",5019578,"SATA Internacional, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,5223,Details
EU345347,10-2,2016-04-22 15:08:45.717,Completed,Italy,100,MEMC_5012946,5012946,CO-VER Power Technology S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,20213,Details
EU345603,10-0,2016-04-22 15:08:37.997,Completed,United Kingdom,100,ScottishPower Energy Management Ltd,5022152,ScottishPower Energy Management Limited,United Kingdom,100,Daldowie Fuel Plant,5021221,SMW Limited,19133,Details
EU338788,10-2,2016-04-22 15:07:27.686,Completed,Germany,100,GuD-Anlage MPE,5015641,Stadtwerke Bielefeld Gesellschaft mit beschränkter Haftung,European Commission,100,EU Allowance deletion,5016380,European Commission,134116,Details
EU345729,10-0,2016-04-22 15:06:51.957,Completed,United Kingdom,100,ABN AMRO Clearing Bank N.V,5017351,"ABN AMRO Clearing Bank N.V, London Branch",Italy,100,iCASCO - Trading,5016918,i.CA.S.CO. S.p.A,3000,Details
EU328749,10-2,2016-04-22 15:05:48.768,Completed,Germany,100,935 - Anlagenkonto,5014018,Krombacher Brauerei B. Schadeberg GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,12385,Details
EU322594,10-90,2016-04-22 15:05:47.007,Completed,Belgium,100,364 INOVYN BELGIUM,5022243,INOVYN BELGIUM,European Commission,100,EU Allowance deletion,5016380,European Commission,2135,Details
EU345621,10-2,2016-04-22 15:05:02.108,Completed,United Kingdom,100,,5000777,,European Commission,100,EU Allowance deletion,5016380,European Commission,24344,Details
EU315836,10-90,2016-04-22 15:04:30.118,Completed,Belgium,100,364 INOVYN BELGIUM,5022243,INOVYN BELGIUM,European Commission,100,EU Allowance deletion,5016380,European Commission,5418,Details
EU345732,10-2,2016-04-22 15:04:23.697,Completed,United Kingdom,100,Liberty Merchant Bar plc,5021559,Liberty Merchant Bar plc,European Commission,100,EU Allowance deletion,5016380,European Commission,20753,Details
EU338793,10-2,2016-04-22 15:03:54.467,Completed,Germany,100,Heizwerk MPE,5015655,Stadtwerke Bielefeld Gesellschaft mit beschränkter Haftung,European Commission,100,EU Allowance deletion,5016380,European Commission,4609,Details
EU328756,10-2,2016-04-22 15:03:52.867,Completed,Germany,100,937 - Anlagenkonto,5014024,Krombacher Brauerei B. Schadeberg GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,9457,Details
EU345688,10-2,2016-04-22 15:03:34.097,Completed,Spain,100,"Bizkaia Energía, S.L.U. - Amorebieta 1 y 2",5009477,"BIZKAIA ENERGIA, SLU",European Commission,100,EU Allowance deletion,5016380,European Commission,297317,Details
EU344550,10-2,2016-04-22 15:03:33.078,Completed,France,100,INV-Ta-PVC,5022330,INOVYN FRANCE SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,54316,Details
EU345728,10-0,2016-04-22 15:03:20.687,Completed,Bulgaria,100,Saga Commodities AD,5017097,Saga Commodities EAD,Greece,100,THERSERR,5019413,THERMI SERRON,9991,Details
EU345719,10-0,2016-04-22 15:02:11.837,Completed,Italy,100,Eco-Way,5016895,EcoWay S.r.l.,Italy,100,EMILCERAMICA FIORANO 2,5020097,EMILCERAMICA Srl,832,Details
EU344574,10-2,2016-04-22 15:01:18.597,Completed,France,100,INV-Ta-POC,5022336,INOVYN FRANCE SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,491,Details
EU345684,10-2,2016-04-22 15:00:25.627,Completed,Germany,100,Biomasseheizkraftwerk Leipzig,5019208,GETEC BBE GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,586,Details
EU344404,10-0,2016-04-22 15:00:14.687,Completed,Germany,100,Handelskonto der Rheinbraun Brennstoff GmbH,5015933,Rheinbraun Brennstoff GmbH,Germany,100,RWE Power AG - Händlerkonto,5017639,RWE Power Aktiengesellschaft,41647,Details
EU345102,10-0,2016-04-22 14:59:40.479,Completed,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,United Kingdom,100,Vertis Environmental Finance Ltd / GB Trading Account,5016869,Vertis Environmental Finance,6000,Details
EU344587,10-2,2016-04-22 14:59:12.887,Completed,France,100,SLV-Ta-Specialty Polymers 2,5022335,SOLVAY FRANCE,European Commission,100,EU Allowance deletion,5016380,European Commission,3,Details
EU345727,10-0,2016-04-22 14:58:59.15,Completed,Germany,100,"CO2-Konto Nordea Bank AB, NL Frankfurt",5023728,Nordea Bank AB Niederlassung Frankfurt am Main,Hungary,100,KELER KSZF Zrt.,5024271,KELER KSZF Zrt.,5000,Details
EU345655,10-0,2016-04-22 14:58:46.087,Completed,Italy,100,EDISON TRADING_Trading account,5017151,Edison Trading,Italy,100,Operator Account,5013545,Esselunga spa,5000,Details
EU345543,10-0,2016-04-22 14:57:11.317,Completed,United Kingdom,100,FUTURES CLIENT TRADING ACCOUNT,5017912,Macquarie Bank Limited,United Kingdom,100,Belektron TRD,5016818,Belektron d.o.o.,100000,Details
EU339717,10-2,2016-04-22 14:57:11.097,Completed,Belgium,100,295 3B-Fibreglass Battice,5004308,3B-Fibreglass,European Commission,100,EU Allowance deletion,5016380,European Commission,60165,Details
EU345722,10-0,2016-04-22 14:56:52.058,Completed,Italy,100,Eco-Way,5016895,EcoWay S.r.l.,Italy,100,EMILCERAMICA SOLIGNANO,5020098,EMILCERAMICA Srl,1114,Details
EU338575,10-2,2016-04-22 14:56:18.211,Completed,Sweden,100,INOVYN Sverige AB,5001481,INOVYN Sverige AB,European Commission,100,EU Allowance deletion,5016380,European Commission,64572,Details
EU345726,10-72,2016-04-22 14:56:02.208,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,United Kingdom,100,Liberty Merchant Bar plc,5021559,Liberty Merchant Bar plc,934,Details
EU345067,10-2,2016-04-22 14:55:27.111,Completed,Sweden,100,Björknan Mönsterås Fjärrvärme,5001660,Solör Bioenergi Fjärrvärme AB,European Commission,100,EU Allowance deletion,5016380,European Commission,15,Details
EU345610,10-71,2016-04-22 14:54:58.498,Completed,United Kingdom,100,Liberty Merchant Bar plc,5021559,Liberty Merchant Bar plc,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,934,Details
EU345073,10-2,2016-04-22 14:53:51.852,Completed,Sweden,100,Fjärrvärmeverket Sveg,5018450,Härjeåns Energi AB,European Commission,100,EU Allowance deletion,5016380,European Commission,39,Details
EU344628,10-2,2016-04-22 14:53:34.081,Completed,France,100,SLV-Ta-SFF,5022333,SOLVAY OPERATIONS FRANCE,European Commission,100,EU Allowance deletion,5016380,European Commission,681,Details
EU343294,10-2,2016-04-22 14:53:32.111,Completed,Germany,100,1384 - Anlagenkonto,5014728,Lahnpaper GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,10173,Details
EU344634,10-2,2016-04-22 14:52:33.051,Completed,France,100,INV-Ta-EDS1,5022332,INOVYN FRANCE SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,10881,Details
EU343245,10-0,2016-04-22 14:50:50.783,Completed,United Kingdom,100,ENI ETS UK 3,5016893,Eni Trading and Shipping SpA,United Kingdom,100,Hewett 48/29A,5007119,Eni Hewett Limited,2673,Details
EU345669,10-0,2016-04-22 14:50:23.013,Completed,United Kingdom,100,Trading Daily Emissions,5017041,ICE Clear Europe Ltd,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,44000,Details
EU345707,10-2,2016-04-22 14:50:00.009,Completed,France,100,TWIN JET,5000329,TWIN JET,European Commission,100,EU Allowance deletion,5016380,European Commission,11014,Details
EU345674,10-0,2016-04-22 14:49:27.182,Completed,United Kingdom,100,Trading Daily Emissions,5017041,ICE Clear Europe Ltd,United Kingdom,100,ABN AMRO Clearing Bank N.V,5017351,"ABN AMRO Clearing Bank N.V, London Branch",3000,Details
EU345711,10-0,2016-04-22 14:48:29.583,Completed,Norway,100,Kinect Energy AS,5020081,Kinect Energy AS,France,100,AIRBUS SAS,5019797,AIRBUS SAS,5000,Details
EU345676,10-0,2016-04-22 14:48:25.973,Completed,United Kingdom,100,Trading Daily Emissions,5017041,ICE Clear Europe Ltd,Germany,100,"CO2-Konto Nordea Bank AB, NL Frankfurt",5023728,Nordea Bank AB Niederlassung Frankfurt am Main,5000,Details
EU344641,10-2,2016-04-22 14:48:01.133,Completed,France,100,SLV-Ta-SOLEXIS,5022329,SOLVAY OPERATIONS FRANCE,European Commission,100,EU Allowance deletion,5016380,European Commission,2516,Details
EU345680,10-0,2016-04-22 14:46:03.514,Completed,United Kingdom,100,Trading Daily Emissions,5017041,ICE Clear Europe Ltd,United Kingdom,100,BNP PARIBAS COMMODITY FUTURES LTD,5017675,BNP Paribas Commodity Futures Limited,32000,Details
EU345715,10-72,2016-04-22 14:46:01.659,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Italy,100,GRANITIFIANDRE FIORANO,5022227,GRANITIFIANDRE SPA,251,Details
EU345406,10-71,2016-04-22 14:45:10.739,Completed,Italy,100,GRANITIFIANDRE FIORANO,5022227,GRANITIFIANDRE SPA,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,251,Details
EU345686,10-0,2016-04-22 14:44:56.159,Completed,United Kingdom,100,Trading Daily Emissions,5017041,ICE Clear Europe Ltd,United Kingdom,100,Macquarie Bank Limited (EUA),5017114,Macquarie Bank Limited,1000,Details
EU337297,10-2,2016-04-22 14:44:48.504,Completed,Poland,100,Ciepłownia,5002792,SEC Chojnice Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,22716,Details
EU345713,10-72,2016-04-22 14:44:32.014,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Italy,100,GRANITIFIANDRE FIORANO,5022227,GRANITIFIANDRE SPA,229,Details
EU345645,10-2,2016-04-22 14:44:21.459,Completed,Germany,100,Drahtwalzwerk Standort Ruhrort,5023023,ArcelorMittal Hochfeld GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,32011,Details
EU343550,10-0,2016-04-22 12:07:50.795,Completed,United Kingdom,100,Longannet Power Station,5007255,VPI Power Limited,United Kingdom,100,ScottishPower Energy Management Ltd,5022152,ScottishPower Energy Management Limited,13667,Details
EU343986,10-0,2016-04-22 12:07:41.394,Completed,Finland,100,Kevätniemen voimalaitos:FI480,5010536,Nevel Oy,Finland,100,Haapaveden voimalaitos:FI615,5010651,Nevel Oy,14424,Details
EU343452,10-0,2016-04-22 12:07:38.434,Completed,Italy,100,iCASCO - Trading,5016918,i.CA.S.CO. S.p.A,Italy,100,PRIMOTECS S.P.A.,5022812,PRIMOTECS S.P.A.,1000,Details
EU343845,10-0,2016-04-22 12:07:28.564,Completed,Germany,100,HKW Reuter West,5014465,Vattenfall Wärme Berlin Aktiengesellschaft,Germany,100,HKW Charlottenburg,5014424,Vattenfall Wärme Berlin Aktiengesellschaft,6734,Details
EU342202,10-0,2016-04-22 12:07:27.475,Completed,Germany,100,FSW PM 4,5015570,Schoeller Technocell GmbH & Co. KG,Germany,100,1941 - Technocell Dekor GmbH & Co KG Personenkonto,5015505,Schoeller Technocell GmbH & Co. KG,28679,Details
EU343478,10-0,2016-04-22 12:07:21.165,Completed,France,100,CPTE BLEDINA,5004780,BLEDINA,Belgium,100,9002 Vertis Brussels,5020935,Vertis Brussels,15754,Details
EU343596,10-0,2016-04-22 12:07:11.815,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,Cerámica de Campanillas S.L.,5009193,"CERÁMICA DE CAMPANILLAS, S.L.",700,Details
EU343486,10-0,2016-04-22 12:06:36.086,Completed,Belgium,100,076 Electrabel - Vilvoorde,5004475,Electrabel,Netherlands,100,Uniper Centrale Maasvlakte,5011432,Uniper Benelux N.V.,118928,Details
EU343945,10-0,2016-04-22 12:06:34.915,Completed,Netherlands,100,NAM B.V. Warmtekrachtcentrale en Oliebehandelingsinstallatie Schoonebeek (WKC/OBI),5011342,Nederlandse Aardolie Maatschappij B.V.,Netherlands,100,NAM B.V. locatie K14-FA-1C/P,5022515,Nederlandse Aardolie Maatschappij B.V.,21132,Details
EU343585,10-0,2016-04-22 12:06:29.385,Completed,Finland,100,Hanasaari B:FI107,5010890,Helen Oy,Finland,100,Vuosaaren B-voimalaitos:FI117,5010900,Helen Oy,400000,Details
EU343445,10-0,2016-04-22 12:06:19.375,Completed,Portugal,100,MERCOMIND TRADING,5017889,"MERCOMIND, LDA.",Portugal,100,7510-Horticilha,5003387,"Horticilha, Agro - Industria, S.A.",3500,Details
EU343853,10-0,2016-04-22 12:06:10.136,Completed,Germany,100,HKW Reuter West,5014465,Vattenfall Wärme Berlin Aktiengesellschaft,Germany,100,HKW Klingenberg,5014453,Vattenfall Wärme Berlin Aktiengesellschaft,970820,Details
EU343519,10-0,2016-04-22 12:06:04.945,Completed,Germany,100,66 - Anlagenkonto,5015620,BGH Edelstahl Siegen GmbH,Germany,100,Schmiedebetrieb Siegen Eintracht,5018978,BGH Edelstahl Siegen GmbH,25000,Details
EU343864,10-0,2016-04-22 12:05:56.766,Completed,Italy,100,Operator Account,5012661,INDUSTRIE RIUNITE ODOLESI I.R.O. SPA,Italy,100,Operator Account,5012831,A.C.P. SPA,11100,Details
EU343860,10-0,2016-04-22 12:05:47.115,Completed,Germany,100,"Hamburger Rieger, PF Spremberg",5013875,Hamburger Rieger GmbH,Hungary,100,Hamburger Hungária Kft Dunaújváros,5011886,HAMBURGER Hungária Kft.,65000,Details
EU342209,10-0,2016-04-22 12:05:38.135,Completed,Germany,100,TCG PM,5015573,Schoeller Technocell GmbH & Co. KG,Germany,100,1941 - Technocell Dekor GmbH & Co KG Personenkonto,5015505,Schoeller Technocell GmbH & Co. KG,16481,Details
EU343546,10-0,2016-04-22 12:05:37.616,Completed,Spain,100,"BUNGE IBERICA, S.A. - Fábrica de Barcelona",5009619,"BUNGE IBERICA, S.A.U.",Spain,100,"Bunge Ibérica, S.A. - Fábrica de Zierbena",5009099,"BUNGE IBERICA, S.A.U.",19573,Details
EU343595,10-0,2016-04-22 12:05:08.805,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,"EXTRESOL 3, S.L.",5022618,"EXTRESOL 3, S.L.",1600,Details
EU343502,10-0,2016-04-22 12:05:01.666,Completed,Italy,100,Eco-Way,5016895,EcoWay S.r.l.,Italy,100,OFAR SPA VISANO,5020603,Ofar Spa,523,Details
EU340341,10-0,2016-04-22 12:04:58.615,Completed,Greece,100,HERON2,5002426,ΘΕΡΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΒΟΙΩΤΙΑΣ  ΗΡΩΝ II,Greece,100,ASSAK,5002443,ΗΡΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ ΕΝΕΡΓΕΙΑΚΩΝ ΥΠΗΡΕΣΙΩΝ,88,Details
EU333937,10-2,2016-04-22 10:52:06.312,Completed,France,100,CORNING SAS,5005363,CORNING SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,4525,Details
CDM46661,3-0,2016-04-22 10:51:23.911,Completed,CDM,110,,1000,,Germany,121,1906 - Statkraft Markets GmbH  Personenkonto,1906,Statkraft Markets GmbH,71397,Details
EU345305,10-0,2016-04-22 10:51:02.992,Completed,United Kingdom,100,Belektron TRD,5016818,Belektron d.o.o.,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",6814,Details
EU345288,10-2,2016-04-22 10:50:49.932,Completed,Czech Republic,100,TERMIKA Varnsdorf a.s.,5006603,TERMIKA Varnsdorf a.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,25303,Details
CDM46660,3-0,2016-04-22 10:50:47.986,Completed,CDM,110,,1000,,Belgium,121,942 Electrabel S.A.,480,Electrabel S.A.,49979,Details
CDM46659,3-0,2016-04-22 10:50:16.302,Completed,CDM,110,,1000,,Sweden,100,UCFT2 – Umbrella Carbon Facility Tranche 2,5017405,Statens energimyndighet,12489,Details
EU345114,10-0,2016-04-22 10:49:55.16,Completed,Germany,100,BKW Energie AG,5017218,BKW Energie AG,Germany,100,KW Wilhelmshaven,5022382,Onyx Kraftwerk Wilhelmshaven GmbH & Co. KG,37,Details
EU325218,10-2,2016-04-22 10:49:01.212,Completed,Sweden,100,Styckåsverket,5001573,Arvika Fjärrvärme AB,European Commission,100,EU Allowance deletion,5016380,European Commission,221,Details
EU344599,10-2,2016-04-22 10:47:45.921,Completed,Norway,100,Equinor ASA Visundfeltet,5012287,Equinor ASA,European Commission,100,EU Allowance deletion,5016380,European Commission,268440,Details
EU345144,10-2,2016-04-22 10:45:49.612,Completed,Norway,100,Equinor ASA Åsgardfeltet,5012292,Equinor ASA,European Commission,100,EU Allowance deletion,5016380,European Commission,923285,Details
EU325220,10-2,2016-04-22 10:45:23.622,Completed,Sweden,100,Lyckeverket,5002142,Arvika Fjärrvärme AB,European Commission,100,EU Allowance deletion,5016380,European Commission,492,Details
EU345271,10-2,2016-04-22 10:45:20.542,Completed,Poland,100,Kotłownia Krapkowice,5002708,Metsa Tissue Krapkowice Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,29759,Details
