Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU257940,10-36,2015-03-14 01:12:04.99,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Portugal,100,Termolan I,5003188,"Termolan - Isolamentos Termo-Acústicos, S.A.",7291,Details
EU257854,10-36,2015-03-14 01:12:04.557,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Portugal,100,"249-CMP - Cimentos Maceira e Pataias, S.A",5002875,"SECIL - Companhia Geral de Cal e Cimento, S.A",354700,Details
EU257816,10-36,2015-03-14 01:12:04.134,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Norway,100,Yara Norge AS Glomfjord,5012321,Yara Norge AS Glomfjord,93165,Details
EU257797,10-36,2015-03-14 01:12:02.779,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Norway,100,Sør-Norge Aluminium AS,5020515,Sør-Norge Aluminium AS,229133,Details
EU257924,10-36,2015-03-14 01:12:01.94,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Portugal,100,105-Petróleos de Portugal - Petrogal S.A,5003982,Petróleos de Portugal - Petrogal S.A,477672,Details
EU257893,10-36,2015-03-14 01:12:00.693,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Norway,100,Leca Rælingen,5012253,Leca Norge AS avd Rælingen,36978,Details
EU257896,10-36,2015-03-14 01:11:59.392,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Norway,100,Oslofjord Varme Sandvika,5012225,Oslofjord Varme AS,7914,Details
EU257839,10-36,2015-03-14 01:11:58.564,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Norway,100,Statoil ASA Volvefeltet,5012288,Equinor ASA,17513,Details
EU257804,10-36,2015-03-14 01:11:58.129,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Norway,100,Rygene Smith & Thommesen AS,5012273,Rygene-Smith & Thommesen AS,715,Details
EU257929,10-36,2015-03-14 01:11:57.708,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Portugal,100,"55-Cerâmica das Quintãs, Lda.",5003968,"Cerâmica das Quintãs, Lda.",18420,Details
