Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU498936,10-2,2019-03-21 11:51:26.988,Completed,Spain,100,"Azulejos Mallol, S.L.",5019430,"Azulejos Mallol, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,3603,Details
EU498935,10-0,2019-03-21 11:44:17.612,Completed,France,100,SOCIETE GENERALE,5017623,SOCIETE GENERALE,Poland,100,Elektrociepłownia Z.A. Puławy,5002801,Grupa Azoty Zakłady Azotowe Puławy S.A.,120000,Details
EU498932,10-0,2019-03-21 11:41:58.514,Completed,France,100,SOCIETE GENERALE,5017623,SOCIETE GENERALE,Poland,100,ELEKTROCIEPŁOWNIA,5002796,Grupa Azoty Zakłady Azotowe Kędzierzyn Spółka Akcyjna,80000,Details
EU498922,10-2,2019-03-21 11:40:59.659,Completed,Portugal,100,"136-Soladrilho, SA",5002680,"Soladrilho, SA",European Commission,100,EU Allowance deletion,5016380,European Commission,10982,Details
EU498939,10-0,2019-03-21 11:38:47.318,Completed,Netherlands,100,BP Gas Marketing Limited,5027775,BP Gas Marketing Limited,United Kingdom,100,FLYBE,5016697,Flybe Limited,151000,Details
EU498938,10-0,2019-03-21 11:37:03.54,Completed,Malta,100,ED&F Man Capital Markets Ltd,5027909,ED&F Man Capital Markets Limited,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,250000,Details
EU498926,10-0,2019-03-21 11:35:20.639,Completed,France,100,SOCIETE GENERALE,5017623,SOCIETE GENERALE,Czech Republic,100,"Komerční banka, a.s. obchodní účet",5016819,"Komerční banka, a.s.",16500,Details
EU498933,10-0,2019-03-21 11:32:04.888,Completed,United Kingdom,100,ABN AMRO Clearing Bank N.V,5017351,"ABN AMRO Clearing Bank N.V, London Branch",United Kingdom,100,Trading Daily Emissions,5017041,ICE Clear Europe Ltd,300000,Details
EU498839,10-2,2019-03-21 11:27:01.031,Completed,Netherlands,100,Forbo Flooring B.V.,5011615,Forbo Flooring B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,13918,Details
EU498928,10-0,2019-03-21 11:26:47.295,Completed,United Kingdom,100,BP Gas Marketing Limited (3),5022764,BP Gas Marketing Limited,Netherlands,100,BP Gas Marketing Limited,5027775,BP Gas Marketing Limited,586364,Details
EU498920,10-0,2019-03-21 11:26:22.34,Completed,Germany,100,Commerzbank AG - Trading Account,5016810,COMMERZBANK Aktiengesellschaft,Poland,100,mBank S.A.,5023148,mBank S.A.,30000,Details
EU498265,10-2,2019-03-21 11:25:15.93,Completed,Germany,100,1126 - Anlagenkonto,5014368,Warsteiner Brauerei Haus Cramer KG,European Commission,100,EU Allowance deletion,5016380,European Commission,13319,Details
EU498925,10-0,2019-03-21 11:24:47.332,Completed,United Kingdom,100,BP Gas Marketing Limited (3),5022764,BP Gas Marketing Limited,Netherlands,100,BP Gas Marketing Limited,5027775,BP Gas Marketing Limited,709924,Details
EU498337,10-2,2019-03-21 11:20:09.743,Completed,Denmark,100,Stavnsholt Central:DK348,5006259,Farum Fjernvarme A M B A,European Commission,100,EU Allowance deletion,5016380,European Commission,4839,Details
EU498919,10-0,2019-03-21 11:15:29.554,Completed,France,100,ENGIE GLOBAL MARKETS,5021621,ENGIE GLOBAL MARKETS,France,100,ENGIE ENERGIE SERVICES Pooling,5005378,ENGIE ENERGIE SERVICES,19000,Details
EU498912,10-2,2019-03-21 11:08:20.996,Completed,Sweden,100,Södra Vakten,5002231,Tranås Energi AB,European Commission,100,EU Allowance deletion,5016380,European Commission,449,Details
EU498915,10-2,2019-03-21 11:06:57.871,Completed,Sweden,100,Tallbacken,5002233,Tranås Energi AB,European Commission,100,EU Allowance deletion,5016380,European Commission,7,Details
EU498883,10-0,2019-03-21 11:01:41.772,Completed,Netherlands,100,STX Services BV,5017430,STX Commodities B.V.,Iceland,100,Norðurál Grundartangi,5016565,Norðurál Grundartangi,12500,Details
EU498910,10-0,2019-03-21 11:00:27.535,Completed,Germany,100,RWEST GmbH Trading Account,5016830,RWE Supply & Trading GmbH,United Kingdom,100,ABN AMRO Clearing Bank N.V,5017351,"ABN AMRO Clearing Bank N.V, London Branch",300000,Details
EU498908,10-0,2019-03-21 10:45:02.302,Completed,Netherlands,100,BP Gas Marketing Limited,5027775,BP Gas Marketing Limited,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,3250000,Details
