Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU479131,10-0,2018-12-21 13:01:45.012,Completed,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,United Kingdom,100,P3P Energy Management Limited,5023539,P3P Energy Management Limited,4000,Details
EU479144,10-0,2018-12-21 13:00:05.325,Completed,United Kingdom,100,BP Gas Marketing Limited (2),5017286,BP Gas Marketing Limited,United Kingdom,100,Thomas Cook Group Treasury Limited,5008399,Thomas Cook Group Treasury Limited,6900,Details
EU479052,10-0,2018-12-21 12:58:42.829,Completed,Spain,100,"Iberdrola Energía España, S.A.U.",5023790,"Iberdrola Energía España, S.A.U.",Spain,100,"Tarragona Power, S.L. –  CCC Tarragona Power",5009618,"Tarragona Power, s.l.",217363,Details
EU479140,10-0,2018-12-21 12:58:05.337,Completed,Finland,100,Trading 1,5023516,Fortum Power and Heat Oy,Finland,100,JE CO Keltinmäki:FI139,5010922,Alva-yhtiöt Oy,103000,Details
EU479128,10-0,2018-12-21 12:57:19.678,Completed,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,United Kingdom,100,Hillhouse Quarry Group Ltd,5024599,Hillhouse Quarry Group Limited,775,Details
EU478950,10-0,2018-12-21 12:57:00.182,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Germany,100,2088 - Stadtwerke Leipzig GmbH Personenkonto,5015675,Stadtwerke Leipzig GmbH,15000,Details
EU479129,10-0,2018-12-21 12:55:44.123,Completed,Italy,100,Aitherco2 SpA,5016984,AitherCO2 SIM SpA,Italy,100,LAMINAZIONE SOTTILE SPA,5022072,LAMINAZIONE SOTTILE SPA,46,Details
EU479043,10-0,2018-12-21 12:55:04.912,Completed,Spain,100,"Iberdrola Energía España, S.A.U.",5023790,"Iberdrola Energía España, S.A.U.",Spain,100,"Iberdrola Generación Térmica, S.L.U. – Ciclo Combinado de Santurce, grupo 4",5009478,"Iberdrola Generación Térmica, S.L.",2189,Details
EU479126,10-0,2018-12-21 12:54:27.502,Completed,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,United Kingdom,100,The LYCRA Company,5007153,The Lycra Company UK Limited,10000,Details
EU479130,10-0,2018-12-21 12:54:21.595,Completed,Italy,100,Aitherco2 SpA,5016984,AitherCO2 SIM SpA,Italy,100,LAMINAZIONE SOTTILE SPA,5022072,LAMINAZIONE SOTTILE SPA,27,Details
EU478526,10-0,2018-12-21 12:53:24.794,Completed,France,100,TOTALENERGIES GAS & POWER LIMITED,5005483,TOTALENERGIES GAS & POWER LIMITED,United Kingdom,100,Alwyn Installation,5007128,Total E&P UK Limited,67400,Details
EU479137,10-0,2018-12-21 12:53:21.66,Completed,United Kingdom,100,Goldman Sachs International (Commods) - Trading Account,5017378,Goldman Sachs International,Spain,100,Repsol Generación Ciclos Combinados S.L.U.,5017455,Repsol Generación Ciclos Combinados S.L.U.,4244000,Details
EU478954,10-0,2018-12-21 12:53:03.633,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Italy,100,Operator Account,5012638,MOSAICO SpA,51850,Details
EU479139,10-72,2018-12-21 12:53:03.452,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Spain,100,"Keramex, SA",5019601,"Keramex, SA",1425,Details
EU478537,10-0,2018-12-21 12:52:30.765,Completed,Italy,100,Aitherco2 SpA,5016984,AitherCO2 SIM SpA,Italy,100,Teksid Aluminum,5022530,Teksid Aluminum SRL,8786,Details
EU479122,10-71,2018-12-21 12:52:01.901,Completed,Spain,100,"Keramex, SA",5019601,"Keramex, SA",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1425,Details
EU478566,10-0,2018-12-21 12:52:01.086,Completed,Germany,100,162 - Anlagenkonto,5014210,Kalk- und Mergelwerke Heinrich Müller GmbH & Co.KG,Germany,100,UniCredit Bank AG Trading Account,5016811,UniCredit Bank AG,4000,Details
EU478530,10-0,2018-12-21 12:51:15.771,Completed,France,100,TOTALENERGIES GAS & POWER LIMITED,5005483,TOTALENERGIES GAS & POWER LIMITED,United Kingdom,100,Elgin Installation,5007129,Total E&P UK Limited,294956,Details
EU478533,10-0,2018-12-21 12:49:35.974,Completed,France,100,TOTALENERGIES GAS & POWER LIMITED,5005483,TOTALENERGIES GAS & POWER LIMITED,United Kingdom,100,Shetland Gas Plant,5024540,Total E&P UK Limited,19644,Details
EU478956,10-0,2018-12-21 12:48:50.143,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Italy,100,VERZUOLO,5012467,Smurfit Kappa Cartiera di Verzuolo srl,94550,Details
