Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU513720,10-71,2019-04-15 18:48:14.873,Completed,Italy,100,PANARIAGROUP N 2,5018621,PANARIAGROUP INDUSTRIE CERAMICHE S.P.A.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1575,Details
EU513741,10-72,2019-04-15 18:46:45.771,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Italy,100,PANARIAGROUP N 1,5018620,PANARIAGROUP INDUSTRIE CERAMICHE S.P.A.,1687,Details
EU513719,10-71,2019-04-15 18:45:56.965,Completed,Italy,100,PANARIAGROUP N 1,5018620,PANARIAGROUP INDUSTRIE CERAMICHE S.P.A.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1687,Details
EU513725,10-2,2019-04-15 18:44:31.555,Completed,Spain,100,"Argenta Cerámica, S.L.",5023078,"Argenta Cerámica, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,19795,Details
EU513726,10-2,2019-04-15 18:43:10.501,Completed,Spain,100,"Argenta Cerámica, S.L. - Vall d'Alba",5023079,"Argenta Cerámica, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,51543,Details
EU513729,10-2,2019-04-15 18:42:07.831,Completed,Spain,100,"Argenta Cerámica, S.L. - Onda",5023121,"Argenta Cerámica, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,36959,Details
EU513703,10-2,2019-04-15 18:34:58.806,Completed,Iceland,100,Icelandair,5000334,Icelandair ehf.,European Commission,100,EU Allowance deletion,5016380,European Commission,501307,Details
EU513736,10-2,2019-04-15 18:32:57.963,Completed,France,100,SYLVAMO FRANCE,5005408,Sylvamo France SA,European Commission,100,EU Allowance deletion,5016380,European Commission,61042,Details
EU513706,10-2,2019-04-15 18:32:48.323,Completed,Iceland,100,Flugfélag Íslands,5000338,Flugfélag Íslands ehf.,European Commission,100,EU Allowance deletion,5016380,European Commission,14955,Details
EU506701,10-2,2019-04-15 18:28:21.096,Completed,Netherlands,100,Saint-Gobain Construction Products Nederland B.V.,5011414,Saint-Gobain Construction Products Nederland B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,59041,Details
EU513626,10-2,2019-04-15 18:24:59.768,Completed,Spain,100,"Foresa, Indutrias Químicas del Noroeste, S.A.U.",5021237,"Foresa, Indutrias Químicas del Noroeste, S.A.U.",European Commission,100,EU Allowance deletion,5016380,European Commission,6217,Details
EU513728,10-2,2019-04-15 18:18:35.849,Completed,Italy,100,MONCHIERI 01,5018446,Forge Monchieri S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,9332,Details
EU513723,10-2,2019-04-15 18:15:27.807,Completed,Austria,100,Vetropack Pöchlarn,5004129,Vetropack Austria GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,59513,Details
EU513704,10-2,2019-04-15 18:13:43.731,Completed,Italy,100,Marazzi Group - Finale Emilia,5018259,Marazzi  Group S.r.l. a Socio Unico,European Commission,100,EU Allowance deletion,5016380,European Commission,15990,Details
EU509995,10-2,2019-04-15 18:11:18.763,Completed,Italy,100,Livorno,5021862,Solvay Solutions Italia SpA,European Commission,100,EU Allowance deletion,5016380,European Commission,43141,Details
EU513724,10-2,2019-04-15 18:10:42.144,Completed,Austria,100,Vetropack Kremsmünster,5004130,Vetropack Austria GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,61631,Details
EU511963,10-2,2019-04-15 18:06:07.265,Completed,Belgium,100,256 Solarec Recogne,5004663,Solarec,European Commission,100,EU Allowance deletion,5016380,European Commission,45948,Details
EU513709,10-2,2019-04-15 18:05:14.905,Completed,Italy,100,Marazzi Group - Fiorano Modenese,5018260,Marazzi  Group S.r.l. a Socio Unico,European Commission,100,EU Allowance deletion,5016380,European Commission,70217,Details
EU513717,10-2,2019-04-15 18:00:16.988,Completed,Italy,100,VILLAPANA ET,5013128,VILLAPANA SPA,European Commission,100,EU Allowance deletion,5016380,European Commission,141,Details
EU504149,10-2,2019-04-15 17:56:13.91,Completed,Germany,100,Wärmebehandlung Hattingen,5018486,Deutsche Edelstahlwerke Specialty Steel GmbH & Co.,European Commission,100,EU Allowance deletion,5016380,European Commission,3471,Details
