Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU498035,10-0,2019-03-19 10:27:16.999,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Spain,100,"Air Europa Líneas Aéreas, S.A.U.",5016952,"Air Europa Líneas Aéreas, S.A.U.",30000,Details
EU498022,10-2,2019-03-19 10:25:05.821,Completed,Austria,100,"LENZING AG, Standort Lenzing, OÖ",5004186,Lenzing AG,European Commission,100,EU Allowance deletion,5016380,European Commission,212297,Details
EU498032,10-0,2019-03-19 10:22:14.994,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Spain,100,"Azulejos Mallol, S.L.",5019430,"Azulejos Mallol, S.L.",162,Details
EU498028,10-0,2019-03-19 10:16:22.118,Completed,United Kingdom,100,ABN AMRO Clearing Bank N.V,5017351,"ABN AMRO Clearing Bank N.V, London Branch",United Kingdom,100,Trading Daily Emissions,5017041,ICE Clear Europe Ltd,516000,Details
EU497587,10-0,2019-03-19 10:16:05.16,Completed,France,100,TOTALENERGIES GAS & POWER LIMITED,5022752,TOTALENERGIES GAS & POWER LIMITED,France,100,TOTALENERGIES GAS & POWER LIMITED,5005483,TOTALENERGIES GAS & POWER LIMITED,10000,Details
EU498021,10-0,2019-03-19 10:15:44.12,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Germany,100,Emissionshandelsgesellschaft,5017225,Emissionshandelsgesellschaft Michael Pohlmann GmbH & Co. KG,2200,Details
EU498019,10-0,2019-03-19 10:14:51.642,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,France,100,Chaudières essais et chauffage,5005774,DRESSER RAND SA,2300,Details
EU498016,10-0,2019-03-19 10:13:42.646,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,France,100,D'AUCY LE FAOUET,5005909,D'AUCY LE FAOUET,13000,Details
EU497790,10-0,2019-03-19 10:09:25.654,Completed,Italy,100,Axpo Italia Trading Account,5023288,Axpo Italia S.p.A.,Germany,100,Axpo Solutions AG,5017149,AXPO Solutions AG,551189,Details
EU497921,10-0,2019-03-19 10:09:25.648,Completed,United Kingdom,100,CFP Energy Limited,5017513,CFP Energy Limited,Portugal,100,"Transportes Aéreos Portugueses, S.A.",5000522,"Transportes Aéreos Portugueses, S.A.",20000,Details
EU498008,10-0,2019-03-19 10:09:05.849,Completed,United Kingdom,100,Belektron TRD,5016818,Belektron d.o.o.,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,31825,Details
EU497929,10-0,2019-03-19 10:09:05.225,Completed,Germany,100,Advantag Services GmbH,5022399,Advantag Services GmbH,Germany,100,Advantag GmbH,5018184,Advantag GmbH,1440,Details
EU497994,10-0,2019-03-19 10:08:33.956,Completed,Germany,100,RWEST GmbH Trading Account,5016830,RWE Supply & Trading GmbH,United Kingdom,100,ABN AMRO Clearing Bank N.V,5017351,"ABN AMRO Clearing Bank N.V, London Branch",516000,Details
EU497969,10-0,2019-03-19 10:08:28.551,Completed,Italy,100,Axpo Italia Trading Account,5023288,Axpo Italia S.p.A.,United Kingdom,100,BNP Paribas,5017654,BNP Paribas,619000,Details
EU497920,10-0,2019-03-19 10:07:20.73,Completed,United Kingdom,100,CFP Energy Limited,5017513,CFP Energy Limited,Greece,100,MOTOKOR,5016949,ΜΟΤΟΡ ΟΙΛ - Δ. ΚΟΡΙΝΘΟΥ,5000,Details
EU497923,10-0,2019-03-19 10:05:50.358,Completed,United Kingdom,100,CFP Energy Limited,5017513,CFP Energy Limited,Italy,100,ERG Power Generation S.p.A.,5023356,Erg Power Generation S.p.A.,10000,Details
EU498003,10-0,2019-03-19 10:05:05.679,Completed,Poland,100,PGE Dom Maklerski S.A.,5023795,PGE Dom Maklerski S.A.,Poland,100,CIEPŁOWNIA ZAWISZÓW,5003764,MIEJSKI ZEC W ŚWIDNICY SP. Z O.O.,12000,Details
EU497960,10-0,2019-03-19 10:04:24.447,Completed,Poland,100,TAURON Polska Energia S.A.,5019474,TAURON Polska Energia S.A.,Poland,100,CIEPŁOWNIA FENICE W TYCHACH,5002883,FENICE POLAND SP.Z O.O.,13000,Details
EU497918,10-0,2019-03-19 10:03:16.254,Completed,United Kingdom,100,CFP Energy Limited,5017513,CFP Energy Limited,Germany,100,Statkraft Markets GmbH,5017011,Statkraft Markets GmbH,125000,Details
EU497993,10-0,2019-03-19 10:02:26.559,Completed,United Kingdom,100,Belektron TRD,5016818,Belektron d.o.o.,United Kingdom,100,FUTURES CLIENT TRADING ACCOUNT,5017912,Macquarie Bank Limited,200000,Details
