Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU453645,10-0,2018-04-20 14:46:19.996,Completed,United Kingdom,100,Vertis Environmental Finance Ltd / GB Trading Account,5016869,Vertis Environmental Finance,Spain,100,"Tendencias Cerámicas, SL",5021481,"Tendencias Cerámicas, SL",2430,Details
EU453672,10-72,2018-04-20 14:43:02.092,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,France,100,TRANSAVIA FRANCE,5000424,TRANSAVIA FRANCE,5638,Details
EU453644,10-0,2018-04-20 14:42:38.341,Completed,United Kingdom,100,Vertis Environmental Finance Ltd / GB Trading Account,5016869,Vertis Environmental Finance,Poland,100,Ciepłownia Miejska,5003876,"Przedsiębiorstwo Energetyki Cieplnej ""Żyrardów""",8000,Details
EU452818,10-71,2018-04-20 14:42:11.389,Completed,France,100,TRANSAVIA FRANCE,5000424,TRANSAVIA FRANCE,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,5638,Details
EU453659,10-0,2018-04-20 14:41:20.405,Completed,Greece,100,IPPC S.A.,5016925,ΕΥΣΤΑΘΙΟΣ ΚΟΥΡΝΙΩΤΗΣ,Greece,100,ULBCS Logistics Consulting ΑΕ,5022770,ULBCS,1280,Details
EU453514,10-2,2018-04-20 14:40:32.171,Completed,United Kingdom,100,British Salt Trading,5007976,British Salt Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,59585,Details
EU453074,10-0,2018-04-20 14:40:27.381,Completed,Germany,100,RWEST GmbH Trading Account,5016830,RWE Supply & Trading GmbH,Germany,100,RWE Power AG - Händlerkonto,5017639,RWE Power Aktiengesellschaft,89115,Details
EU453650,10-0,2018-04-20 14:40:12.87,Completed,Italy,100,Aitherco2 SpA,5016984,AitherCO2 SIM SpA,Romania,100,Operator Account,5009995,SC CET HIDROCARBURI SA  ARAD,5000,Details
EU452944,10-0,2018-04-20 14:40:12.561,Completed,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,30000,Details
EU453519,10-2,2018-04-20 14:39:32.048,Completed,United Kingdom,100,Winnington,5008068,Winnington CHP Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,361558,Details
EU453257,10-0,2018-04-20 14:39:31.148,Completed,Germany,100,RWEST GmbH Trading Account,5016830,RWE Supply & Trading GmbH,Germany,100,innogy SE,5017191,innogy SE,50000,Details
EU452500,10-0,2018-04-20 14:39:03.105,Completed,Portugal,100,TRADE2C,5026779,"TRADE2C, UNIPESSOAL, LDA.",Portugal,100,"PAPER PRIME, S.A.",5027212,"PAPER PRIME, S.A.",6810,Details
EU453523,10-2,2018-04-20 14:38:24.183,Completed,United Kingdom,100,Lostock,5019232,Tata Chemicals Europe Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,132447,Details
EU453525,10-2,2018-04-20 14:37:23.599,Completed,United Kingdom,100,Winnington,5019234,Tata Chemicals Europe Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,7895,Details
EU452973,10-0,2018-04-20 14:37:12.549,Completed,Germany,100,RWEST GmbH IS Trading Account,5016831,RWE Supply & Trading GmbH,Germany,100,RWE Power AG - Händlerkonto,5017639,RWE Power Aktiengesellschaft,61722,Details
EU452946,10-0,2018-04-20 14:37:09.907,Completed,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,United Kingdom,100,Vertis Environmental Finance Ltd / GB Trading Account,5016869,Vertis Environmental Finance,10000,Details
EU441403,10-2,2018-04-20 14:37:07.507,Completed,Belgium,100,0571 ALVANCE Aluminium Duffel GIETERIJ,5021992,Aluminium Duffel,European Commission,100,EU Allowance deletion,5016380,European Commission,10426,Details
EU453585,10-2,2018-04-20 14:36:44.626,Completed,Germany,100,RP PLA Produktion,5015748,Rhein Papier GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,11612,Details
EU453096,10-0,2018-04-20 14:35:42.642,Completed,Germany,100,RWEST GmbH IS Trading Account,5016831,RWE Supply & Trading GmbH,Germany,100,TRIMET Aluminium SE,5018049,TRIMET Aluminium SE,11946,Details
EU441408,10-2,2018-04-20 14:35:29.111,Completed,Belgium,100,0572 ALVANCE Aluminium Duffel WALSERIJ,5021993,Aluminium Duffel,European Commission,100,EU Allowance deletion,5016380,European Commission,28386,Details
EU452378,10-0,2018-04-20 13:09:01.115,Completed,United Kingdom,100,Bristol Road Power Station,5025761,UK Power Reserve Limited,United Kingdom,100,Tottenham Power Station,5025827,UK Power Reserve Limited,2209,Details
EU452880,10-2,2018-04-20 13:07:58.171,Completed,Germany,100,626 - Anlagenkonto,5013944,Julius Schulte Trebsen GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,48986,Details
EU453504,10-0,2018-04-20 13:07:19.318,Completed,Germany,100,RWE Vertrieb AG Retail - Trading,5017190,innogy SE,Germany,100,WSW Energie & Wasser AG - Personenkonto,5015476,WSW Energie & Wasser AG,26000,Details
EU452137,10-2,2018-04-20 13:06:35.955,Completed,Norway,100,Equinor ASA Heimdalfeltet,5012281,Equinor ASA,European Commission,100,EU Allowance deletion,5016380,European Commission,151658,Details
EU453499,10-0,2018-04-20 13:06:23.195,Completed,Spain,100,"Sistema Europeo de Negociación de Co2, S.L.",5020183,"SISTEMA EUROPEO DE NEGOCIACIÓN DE CO2, S.L.",Italy,100,Operator Account,5012810,CARTIERE VILLA LAGARINA SPA,12000,Details
EU453488,10-0,2018-04-20 13:05:35.431,Completed,Norway,100,DNB Markets Trading Account,5017497,DNB Bank ASA,Norway,100,Aker BP ASA Edvard Grieg,5024034,Aker BP ASA,21000,Details
EU446089,10-2,2018-04-20 13:05:02.888,Completed,Sweden,100,Krackeranläggningen,5001437,Borealis AB,European Commission,100,EU Allowance deletion,5016380,European Commission,641846,Details
EU452360,10-0,2018-04-20 13:04:50.237,Completed,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",Italy,100,Conto dell'impianto di I.C.A.B. S.p.A.,5013251,I.C.A.B. S.p.A.,834,Details
EU452926,10-2,2018-04-20 13:04:30.236,Completed,Germany,100,Anlagenkonto TGH GmbH & Co. KG,5015907,Trianel Gaskraftwerk Hamm GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,433954,Details
EU451163,10-2,2018-04-20 13:04:30.227,Completed,Germany,100,Rolls-Royce Solutions Magdeburg GmbH,5023173,Rolls-Royce Solutions Magdeburg GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,1401,Details
EU452227,10-0,2018-04-20 13:04:23.975,Completed,Slovenia,100,Perutnina Ptuj d.d.,5023244,PERUTNINA PTUJ D.D.,Slovenia,100,NAHA for account [1],5008619,Agencija Republike Slovenije za okolje,2426,Details
EU453481,10-2,2018-04-20 13:04:18.375,Completed,Spain,100,"Hermanos Díaz Redondo, S.A.",5009422,"Hermanos Díaz Redondo, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,4848,Details
EU453404,10-2,2018-04-20 13:03:34.152,Completed,Spain,100,"Verallia Spain, S.A. -Instalación de Montblanc",5009920,"VERALLIA SPAIN, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,40185,Details
EU453444,10-2,2018-04-20 13:03:25.852,Completed,Spain,100,"Sales Monzón, S.A.",5009881,"Sales Monzón, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,47364,Details
EU453436,10-2,2018-04-20 13:03:20.481,Completed,France,100,EURO DISNEY ASSOCIES SAS,5005355,EURO DISNEY ASSOCIES SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,12218,Details
EU453497,10-0,2018-04-20 13:02:29.868,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Portugal,100,"Transportes Aéreos Portugueses, S.A.",5000522,"Transportes Aéreos Portugueses, S.A.",125000,Details
EU452316,10-0,2018-04-20 13:02:18.878,Completed,United Kingdom,100,CFP Energy Limited,5017513,CFP Energy Limited,United Kingdom,100,,5019280,,957,Details
EU452362,10-0,2018-04-20 13:02:07.817,Completed,Denmark,100,Energi Danmark,5006414,ENERGI DANMARK A/S,Denmark,100,Refa I/S,5019118,I/S Refa,15953,Details
EU453492,10-0,2018-04-20 13:02:06.156,Completed,Norway,100,DNB Markets Trading Account,5017497,DNB Bank ASA,Norway,100,Lundin Energy Norway AS Brynhild,5024033,ABP Norway AS,674,Details
EU446092,10-2,2018-04-20 13:01:44.755,Completed,Sweden,100,Polyetenanläggningen,5001438,Borealis AB,European Commission,100,EU Allowance deletion,5016380,European Commission,25476,Details
EU452301,10-2,2018-04-20 11:13:56.041,Completed,Germany,100,23104,5024036,Stadtwerke Saarbrücken GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,115344,Details
EU449516,10-71,2018-04-20 11:13:50.171,Completed,Spain,100,"Baldocer, S.A.",5020200,"Baldocer, S.A.",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,4969,Details
EU445124,10-71,2018-04-20 11:13:47.131,Completed,Germany,100,Anoden Hamburg,5018776,TRIMET Aluminium SE,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1594,Details
EU445106,10-0,2018-04-20 11:10:34.968,Completed,Germany,100,TRIMET Aluminium SE,5018049,TRIMET Aluminium SE,Germany,100,Anoden Voerde,5022260,TRIMET Aluminium SE,938,Details
EU449521,10-2,2018-04-20 11:10:17.647,Completed,Spain,100,"Baldocer, S.A. (Factoría 2)",5022871,"Baldocer, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,20924,Details
EU453091,10-0,2018-04-20 11:10:07.456,Completed,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,Northern Ireland,100,ERE DEVELOPMENTS LIMITED / LISAHALLY POWER STATION,5024659,ERE Developments limited,274,Details
EU453163,10-0,2018-04-20 11:10:05.025,Completed,Poland,100,SAGA COMMODITIES SP. Z O.O.,5020244,SAGA COMMODITIES SP. Z O.O.,Romania,100,SC NORDENERGO PIPERA SRL,5010308,SC NORDENERGO PIPERA SRL,12000,Details
EU453173,10-72,2018-04-20 11:09:47.165,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Germany,100,EL Voerde,5022255,TRIMET Aluminium SE,7059,Details
EU452607,10-2,2018-04-20 11:09:37.073,Completed,Poland,100,PGE Energia Ciepła S.A. Oddział Elektrociepłownia Rzeszów II,5003466,PGE Energia Ciepła S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,277264,Details
EU453171,10-72,2018-04-20 11:09:27.613,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Spain,100,"Hatz Spain, S.A. - Planta Venus",5018835,"Hatz Spain, SA",321,Details
EU453109,10-0,2018-04-20 11:09:00.411,Completed,Poland,100,SAGA COMMODITIES SP. Z O.O.,5020244,SAGA COMMODITIES SP. Z O.O.,Bulgaria,100,EUROPEAN AIR CHARTER EAD,5000206,EUROPEAN AIR CHARTER EAD,13000,Details
EU445131,10-71,2018-04-20 11:08:56.36,Completed,Germany,100,EL Voerde,5022255,TRIMET Aluminium SE,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,7059,Details
EU450857,10-2,2018-04-20 11:08:45.06,Completed,Spain,100,Baldocer S.A. (Planta 3),5027062,"Baldocer, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,10671,Details
EU453139,10-2,2018-04-20 11:08:43.87,Completed,Portugal,100,"258-Preceram - Norte, Cerâmicas, SA",5003108,"Preceram - Norte, Cerâmicas, SA",European Commission,100,EU Allowance deletion,5016380,European Commission,11415,Details
EU453148,10-71,2018-04-20 11:08:37.05,Completed,Spain,100,"Hatz Spain, S.A. - Planta Venus",5018835,"Hatz Spain, SA",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,321,Details
EU453154,10-0,2018-04-20 11:07:46.756,Completed,Germany,100,TRIMET Aluminium SE,5018049,TRIMET Aluminium SE,France,100,TRIMET FRANCE SAS,5022246,TRIMET FRANCE SAS,45000,Details
EU452612,10-2,2018-04-20 11:07:44.506,Completed,Poland,100,PGE Energia Ciepła S.A. Oddział Elektrociepłownia Rzeszów I,5003676,PGE Energia Ciepła S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,39900,Details
