Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU483848,10-0,2019-02-14 12:22:58.879,Completed,United Kingdom,100,BNP Paribas,5017654,BNP Paribas,United Kingdom,100,Trading Daily Emissions,5017041,ICE Clear Europe Ltd,960000,Details
EU483878,10-0,2019-02-14 12:21:25.1,Completed,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",Italy,100,Operator Account,5012548,ASM VOGHERA SPA,2000,Details
EU483884,10-0,2019-02-14 12:21:12.092,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,ProfitTakers.eu,5027697,ProfitTakers.eu,5000,Details
EU483780,10-2,2019-02-14 12:20:50.366,Completed,France,100,CPTE VISKASE,5005876,VISKASE,European Commission,100,EU Allowance deletion,5016380,European Commission,9404,Details
EU483825,10-0,2019-02-14 12:20:32.689,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,United Kingdom,100,Belektron TRD,5016818,Belektron d.o.o.,487000,Details
EU483875,10-0,2019-02-14 12:20:23.954,Completed,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",Spain,100,"Grupo Empresarial Palacios Alimentación, S.A.",5009065,"Grupo Empresarial Palacios Alimentación, S.A.",4000,Details
EU483882,10-0,2019-02-14 12:19:17.13,Completed,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",Spain,100,"Cogeneración del Noroeste, S.L. - Santiago de Compostela (Cogeneración Finsa-Santiago)",5009939,"Cogeneración del Noroeste, S.L.",15000,Details
EU483881,10-0,2019-02-14 12:19:04.662,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,Ciepłownia Hankówka,5003385,Miejskie Przedsiębiorstwo Energetyki Cieplnej Sp.,2000,Details
EU483874,10-2,2019-02-14 12:18:34.793,Completed,United Kingdom,100,Tronox Pigment UK Limited Trading Account,5007788,Tronox Pigment UK Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,206028,Details
EU483829,10-0,2019-02-14 12:18:20.314,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Italy,100,CONTO SCAMBIO IEN,5024606,Iren Energia S.p.A.,12000,Details
EU483880,10-0,2019-02-14 12:17:39.707,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,"Kotłownia zlokalizowana w m.Zbiersk Cukrownia 61, gm. Stawiszyn",5026382,DESTYLACJE WAWRZYNIAK PRZEDSIĘBIORSTWO HANDLOWO PRODUKCYJNE WOJCIECH WAWRZYNIAK,5000,Details
EU483827,10-0,2019-02-14 12:15:52.93,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Germany,100,Vattenfall Energy Trading GmbH,5017244,Vattenfall Energy Trading GmbH,800000,Details
EU483846,10-0,2019-02-14 12:15:08.817,Completed,Germany,100,Vattenfall Energy Trading GmbH,5017244,Vattenfall Energy Trading GmbH,United Kingdom,100,BNP Paribas,5017654,BNP Paribas,500000,Details
EU483824,10-0,2019-02-14 12:12:16.192,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,United Kingdom,100,BNP Paribas,5017654,BNP Paribas,1324000,Details
EU483808,10-37,2019-02-14 12:11:08.071,Completed,European Commission,100,EU AUCTION ACCOUNT,5016932,EUROPEAN UNION,Germany,100,ECC AG Auction Delivery Account EU,5016991,European Commodity Clearing AG,2495000,Details
EU483877,10-0,2019-02-14 12:09:48.196,Completed,Finland,100,Gasum Consulting Oy,5018688,Gasum Consulting Oy,Finland,100,Juurakko:FI261,5010317,Sodankylän Lämpö ja Vesi Oy,3000,Details
EU483564,10-0,2019-02-14 12:09:22.28,Completed,United Kingdom,100,Operator Account,5008238,Tata Steel UK Limited,Netherlands,100,STX Services BV,5017430,STX Commodities B.V.,25000,Details
EU483576,10-0,2019-02-14 12:08:44.569,Completed,Germany,100,2060 - DB Energie GmbH Personenkonto,5015633,DB Energie GmbH,Germany,100,RWEST GmbH IS Trading Account,5016831,RWE Supply & Trading GmbH,67200,Details
EU483572,10-0,2019-02-14 12:08:07.98,Completed,United Kingdom,100,St Fergus Installation,5007131,PX Limited,United Kingdom,100,Gazprom Marketing & Trading Retail (Trading Account),5017319,Gazprom Marketing & Trading Retail Ltd,6000,Details
EU483556,10-0,2019-02-14 12:08:01.813,Completed,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,Italy,100,Albawings,5027590,Albawings,50,Details
