Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU504995,10-2,2019-04-03 08:09:32.077,Completed,Germany,100,050 Sindelfingen HKW,5014525,Mercedes-Benz AG,European Commission,100,EU Allowance deletion,5016380,European Commission,256466,Details
EU504997,10-2,2019-04-03 08:07:50.285,Completed,Germany,100,020 Mannheim Gießerei,5018810,Daimler Truck AG,European Commission,100,EU Allowance deletion,5016380,European Commission,35167,Details
EU504174,10-2,2019-04-03 08:01:40.059,Completed,Lithuania,100,Operator Account:LT96,5006087,AB Klaipedos energija,European Commission,100,EU Allowance deletion,5016380,European Commission,4514,Details
EU504409,10-2,2019-04-03 08:00:54.577,Completed,Czech Republic,100,CRYSTALEX - závod Nový Bor,5007067,"Crystalex CZ, s.r.o.",European Commission,100,EU Allowance deletion,5016380,European Commission,10631,Details
EU504994,10-72,2019-04-03 07:53:37.772,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Poland,100,Instalacja do produkcji bieli tytanowej,5018537,Grupa Azoty Zakłady Chemiczne POLICE S.A.,1260,Details
EU504547,10-71,2019-04-03 07:52:46.565,Completed,Poland,100,Instalacja do produkcji bieli tytanowej,5018537,Grupa Azoty Zakłady Chemiczne POLICE S.A.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1260,Details
EU498157,10-2,2019-04-03 07:40:47.611,Completed,Lithuania,100,AK-61,5006115,UAB Visagino energija,European Commission,100,EU Allowance deletion,5016380,European Commission,14838,Details
EU503232,10-2,2019-04-03 07:31:02.145,Completed,Poland,100,CIEPŁOWNIA,5003754,Miejski Zakład Energetyki Cieplnej-Oława Sp. z o.o,European Commission,100,EU Allowance deletion,5016380,European Commission,16374,Details
EU504793,10-2,2019-04-03 07:09:08.38,Completed,Lithuania,100,Operator Account:LT12,5006003,AB Dvarcioniu keramika,European Commission,100,EU Allowance deletion,5016380,European Commission,38,Details
EU504258,10-2,2019-04-03 07:01:39.049,Completed,Hungary,100,Operator Account:HU144,5011772,MVM Mátra Energia Zrt.,European Commission,100,EU Allowance deletion,5016380,European Commission,120262,Details
EU504986,10-36,2019-04-03 01:30:17.406,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Slovenia,100,MELKO,5008680,MELAMIN D.D. KOČEVJE,5014,Details
EU504987,10-36,2019-04-03 01:30:17.405,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Slovenia,100,MELKO,5008680,MELAMIN D.D. KOČEVJE,4907,Details
EU504985,10-72,2019-04-03 01:18:46.538,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,Germany,100,Asiana Airlines,5000514,ASIANA AIRLINES INC.,1556,Details
EU502678,10-71,2019-04-03 01:17:55.793,Completed,Germany,100,Asiana Airlines,5000514,ASIANA AIRLINES INC.,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,1556,Details
EU504188,10-2,2019-04-02 23:09:41.056,Completed,Belgium,100,101 Janssen Pharmaceutica Beerse,5004500,Janssen Pharmaceutica,European Commission,100,EU Allowance deletion,5016380,European Commission,25787,Details
EU503768,10-2,2019-04-02 23:02:53.567,Completed,Belgium,100,294 Knauf Visé,5004307,Knauf,European Commission,100,EU Allowance deletion,5016380,European Commission,49310,Details
EU503203,10-2,2019-04-02 22:23:38.042,Completed,Belgium,100,142 Cargill Antwerpen,5004541,Cargill,European Commission,100,EU Allowance deletion,5016380,European Commission,24576,Details
EU503228,10-2,2019-04-02 22:22:06.76,Completed,Belgium,100,143 Cargill Gent,5004542,Cargill,European Commission,100,EU Allowance deletion,5016380,European Commission,51075,Details
EU503693,10-2,2019-04-02 21:25:29.528,Completed,Portugal,100,"6608-ElecGás, S.A.",5003315,"ElecGás, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,742714,Details
EU504983,10-72,2019-04-02 20:38:45.531,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Germany,100,Titandioxidfabrik,5019110,Venator Germany GmbH,3141,Details
