Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU505034,10-2,2019-04-03 10:31:18.012,Completed,Germany,100,558 - Anlagenkonto,5015658,Texon Möckmühl GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,6642,Details
EU504868,10-2,2019-04-03 10:30:54.431,Completed,Germany,100,Kraftwerk O10 - Kessel 3-5 14310-0266,5016018,INEOS Manufacturing Deutschland GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,774581,Details
EU505150,10-0,2019-04-03 10:29:48.915,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Spain,100,"Sistema Europeo de Negociación de Co2, S.L.",5020183,"SISTEMA EUROPEO DE NEGOCIACIÓN DE CO2, S.L.",20000,Details
EU505156,10-0,2019-04-03 10:28:54.039,Completed,Spain,100,"COMPAÑÍA ESPAÑOLA DE PETROLEOS, S.A.U.",5017896,"Compañía Española de Petróleos, S.A.",Spain,100,"Aceites Sierra Sur, S.A",5009750,"Aceites Sierra Sur,  S.A",17500,Details
EU504870,10-2,2019-04-03 10:28:36.087,Completed,Germany,100,"Ethylenoxid-Anlage, Geb. Q 20 14616-0017",5021836,INEOS Manufacturing Deutschland GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,18828,Details
EU505131,10-2,2019-04-03 10:27:51.863,Completed,France,100,CPTE CHAUX DE ST ASTIER,5005702,CHAUX DE SAINT ASTIER,European Commission,100,EU Allowance deletion,5016380,European Commission,26464,Details
EU504872,10-2,2019-04-03 10:27:09.467,Completed,Germany,100,"Salpetersäure-Anlage, Geb. O 04 14613-0003",5021838,INEOS Manufacturing Deutschland GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,24985,Details
EU505064,10-2,2019-04-03 10:26:32.706,Completed,Poland,100,Terminal regazyfikacyjny skroplonego gazu ziemnego,5026061,Operator Gazociągów Przesyłowych GAZ-SYSTEM S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,66344,Details
EU505158,10-0,2019-04-03 10:26:32.107,Completed,Spain,100,"COMPAÑÍA ESPAÑOLA DE PETROLEOS, S.A.U.",5017896,"Compañía Española de Petróleos, S.A.",Spain,100,"Orujera Sierra Sur, S.L.U.",5009558,"Orujera Sierra Sur, S.L.U.",7500,Details
EU504873,10-2,2019-04-03 10:25:50.879,Completed,Germany,100,"Ammoniak-Anlage, Geb. O 07 14615-0004",5021839,INEOS Manufacturing Deutschland GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,597789,Details
EU498877,10-2,2019-04-03 10:25:13.562,Completed,Netherlands,100,"Shell Nederland Chemie B.V., vestiging Moerdijk BKG 1",5011087,SHELL Nederland Chemie B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,1209836,Details
EU504989,10-2,2019-04-03 10:24:42.406,Completed,Latvia,100,Operator Account:LV8,5012075,Pasvaldibas SIA “Ventspils siltums”,European Commission,100,EU Allowance deletion,5016380,European Commission,9429,Details
EU498881,10-2,2019-04-03 10:24:07.936,Completed,Netherlands,100,"Shell Nederland Chemie B.V., vestiging Moerdijk BKG 2",5021743,SHELL Nederland Chemie B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,172408,Details
EU504875,10-2,2019-04-03 10:24:06.034,Completed,Germany,100,"Acrylnitril-Anlage II, Geb. O 17 14616-0096",5021840,INEOS Manufacturing Deutschland GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,3215,Details
EU504876,10-2,2019-04-03 10:22:27.261,Completed,Germany,100,"Acrylnitril-Anlage III, Geb. O 08 14616-0097",5021841,INEOS Manufacturing Deutschland GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,6477,Details
EU505154,10-2,2019-04-03 10:20:44.424,Completed,Germany,100,257 - Anlagenkonto,5015044,Gerresheimer Tettau GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,46679,Details
EU504877,10-2,2019-04-03 10:20:39.118,Completed,Germany,100,"Aromaten-Anlage, Geb. W14 14616-0015",5022657,INEOS Manufacturing Deutschland GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,530,Details
EU504571,10-2,2019-04-03 10:19:20.555,Completed,Spain,100,"Sarrió Papelera de Almazán, S.L.U.",5009415,"Sarrió Papelera de Almazán, S.L.U.",European Commission,100,EU Allowance deletion,5016380,European Commission,10132,Details
EU503989,10-2,2019-04-03 10:17:40.534,Completed,Latvia,100,"A/S ""Olainfarm""",5023045,"A/S ""Olainfarm""",European Commission,100,EU Allowance deletion,5016380,European Commission,10577,Details
EU502030,10-2,2019-04-03 10:17:29.324,Completed,Italy,100,ARLENICO SpA a Socio Unico,5022172,ARLENICO SPA A SOCIO UNICO,European Commission,100,EU Allowance deletion,5016380,European Commission,14927,Details
