Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU507385,10-2,2019-04-05 12:18:38.415,Completed,Italy,100,ETFAUCI,5022117,Laterizi Fauci Produzione srl,European Commission,100,EU Allowance deletion,5016380,European Commission,8555,Details
EU506199,10-0,2019-04-05 12:18:30.31,Completed,Romania,100,SC Termo Calor Confort SA,5023939,SC Termo Calor Confort SA,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,2500,Details
EU507259,10-0,2019-04-05 12:18:20.34,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,35000,Details
EU507145,10-2,2019-04-05 12:17:56.115,Completed,Finland,100,Lk288 Ristinumm,5010766,Vantaan Energia Keski-Uusimaa Oy,European Commission,100,EU Allowance deletion,5016380,European Commission,26487,Details
EU505411,10-0,2019-04-05 12:16:58.021,Completed,Spain,100,CUENTA NEGOCIACION MERCADOS CO2,5017384,"Naturgy Ciclos Combinados, S.L.U.",Spain,100,"Naturgy Ciclos Combinados, S.L.U. - Central de Barcelona",5008756,"Naturgy Ciclos Combinados, S.L.U.",833073,Details
EU506174,10-0,2019-04-05 12:16:56.401,Completed,Italy,100,Operator Account,5012702,CARTIERE DEL GARDA SPA,Italy,100,Alto Garda Power,5013051,Alto Garda Power S.r.l.,89997,Details
EU507139,10-2,2019-04-05 12:16:41.915,Completed,Finland,100,Päästöt-Käpykangas:FI22,5010805,Savon Voima Joensuu Oy,European Commission,100,EU Allowance deletion,5016380,European Commission,1258,Details
EU507133,10-2,2019-04-05 12:15:30.282,Completed,Finland,100,Päästöt-Hukanhauta:FI15,5010798,Savon Voima Joensuu Oy,European Commission,100,EU Allowance deletion,5016380,European Commission,24,Details
EU507332,10-0,2019-04-05 12:13:31.707,Completed,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,50000,Details
EU507257,10-37,2019-04-05 12:13:18.158,Completed,European Commission,100,EU AUCTION ACCOUNT,5016932,EUROPEAN UNION,Germany,100,ECC AG Auction Delivery Account EU,5016991,European Commodity Clearing AG,2495000,Details
EU506234,10-0,2019-04-05 12:12:55.313,Completed,Denmark,100,Solrød Kedelcentral,5006207,Vestegnens Kraftvarmeselskab I/S,Denmark,100,Høje Taastrup Fjernvarme - Malervej-centralen,5022695,Høje Taastrup Fjernvarme A.m.b.a.,1000,Details
EU505548,10-0,2019-04-05 12:12:46.78,Completed,France,100,ARCELORMITTAL TREASURY Détention,5026253,ARCELORMITTAL TREASURY,Poland,100,SPIEKALNIA ARCELORMITTAL DĄBROWA GÓRNICZA,5003213,ArcelorMittal Poland S.A.,1614716,Details
EU507320,10-0,2019-04-05 12:12:33.108,Completed,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,45000,Details
EU506232,10-0,2019-04-05 12:11:55.957,Completed,Germany,100,Sonae Arauco Deutschland GmbH,5022183,Sonae Arauco Deutschland GmbH,Germany,100,Sonae Arauco Deutschland GmbH,5014416,Sonae Arauco Deutschland GmbH,6000,Details
EU507248,10-0,2019-04-05 12:10:40.566,Completed,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,14000,Details
EU505545,10-0,2019-04-05 12:10:17.144,Completed,France,100,ARCELORMITTAL TREASURY Détention,5026253,ARCELORMITTAL TREASURY,Poland,100,KOKSOWNIA ARCELORMITTAL ZDZIESZOWICE,5003189,ArcelorMittal Poland S.A.,815052,Details
EU505774,10-0,2019-04-05 12:09:49.758,Completed,United Kingdom,100,Hull,5007856,Croda Europe Ltd,Netherlands,100,Cargill Bioindustrial B.V.,5011375,Cargill Bioindustrial,21542,Details
EU502550,10-2,2019-04-05 12:09:49.727,Completed,Germany,100,629 - Anlagenkonto,5013959,Papierfabrik Adolf Jass GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,176651,Details
EU506227,10-0,2019-04-05 12:09:44.078,Completed,Denmark,100,Solrød Kedelcentral,5006207,Vestegnens Kraftvarmeselskab I/S,Denmark,100,Brøndby Strand Fjernvarmecentral,5006255,BRØNDBY FJERNVARME A M B A,600,Details
EU505788,10-0,2019-04-05 12:09:31.203,Completed,Sweden,100,Kranen,5001685,Karlskoga Kraftvärmeverk AB,Sweden,100,Skogsrundan,5002068,Karlskoga Kraftvärmeverk AB,1000,Details
