Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU517237,10-2,2019-04-24 16:52:07.169,Completed,Austria,100,Calmit GmbH,5004046,Calmit GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,42302,Details
EU517209,10-0,2019-04-24 16:51:41.703,Completed,Germany,100,Emissionshändler.com GEMB mbH,5019435,GEMB Gesellschaft für Emissionsmanagement und Beratung mbH,Poland,100,Instalacja do produkcji papieru,5028024,Schumacher Packaging Zakład Grudziądz Sp. z o.o.,80,Details
EU518397,10-72,2019-04-24 16:51:28.333,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,Spain,100,"Iberia Express, S.A.",5018737,"Iberia Express, S.A.",4944,Details
EU518373,10-2,2019-04-24 16:51:04.72,Completed,France,100,DES - Centrale de Pierrelatte,5019975,DROME ENERGIE SERVICES (DES),European Commission,100,EU Allowance deletion,5016380,European Commission,4995,Details
EU518279,10-71,2019-04-24 16:50:28.612,Completed,Spain,100,"Iberia Express, S.A.",5018737,"Iberia Express, S.A.",European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,4944,Details
EU518370,10-2,2019-04-24 16:50:21.412,Completed,France,100,Chaufferie de Chelles,5005360,CHELLES CHALEUR,European Commission,100,EU Allowance deletion,5016380,European Commission,1549,Details
EU517223,10-0,2019-04-24 16:49:47.546,Completed,Germany,100,Emissionshändler.com GEMB mbH,5019435,GEMB Gesellschaft für Emissionsmanagement und Beratung mbH,Germany,100,1419 - Anlagenkonto,5014774,Zanders Paper GmbH i.I. vertr. durch InsV Boddenberg,40254,Details
EU518367,10-2,2019-04-24 16:49:19.12,Completed,France,100,Chaufferie et cogeneration de BEAUVAL,5005829,ENERGIE MEAUX,European Commission,100,EU Allowance deletion,5016380,European Commission,17414,Details
EU518366,10-2,2019-04-24 16:48:49.352,Completed,Italy,100,Conto stabilimento Cav. Uff. Pietro Grimaldi,5013227,Cav. Uff. Pietro Grimaldi S.r.l.,European Commission,100,EU Allowance deletion,5016380,European Commission,1210,Details
EU518363,10-2,2019-04-24 16:48:21.573,Completed,France,100,Cpte ERIVA Chaufferie de Surville,5005329,ERIVA,European Commission,100,EU Allowance deletion,5016380,European Commission,357,Details
EU517247,10-0,2019-04-24 16:48:17.17,Completed,France,100,CPTE CCIAG VAUCANSON,5005179,CIE DE CHAUFFAGE INTERCOM. DE L'AGGLO. GRENOBLOISE,France,100,CPTE CCIAG ATHANOR,5005155,CIE DE CHAUFFAGE INTERCOM. DE L'AGGLO. GRENOBLOISE,5980,Details
EU518394,10-72,2019-04-24 16:47:58.038,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,France,100,DES - Centrale de Pierrelatte,5019975,DROME ENERGIE SERVICES (DES),1488,Details
EU518390,10-72,2019-04-24 16:47:12.243,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,France,100,Chaufferie et cogeneration de BEAUVAL,5005829,ENERGIE MEAUX,1,Details
EU518362,10-71,2019-04-24 16:46:56.389,Completed,France,100,DES - Centrale de Pierrelatte,5019975,DROME ENERGIE SERVICES (DES),European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1488,Details
EU518297,10-2,2019-04-24 16:46:46.183,Completed,Italy,100,Operator Account,5012830,CARTITALIA SPA,European Commission,100,EU Allowance deletion,5016380,European Commission,49617,Details
EU518357,10-2,2019-04-24 16:46:03.68,Completed,Poland,100,Frito Lay,5027784,Frito Lay,European Commission,100,EU Allowance deletion,5016380,European Commission,22568,Details
EU518361,10-71,2019-04-24 16:45:55.781,Completed,France,100,Chaufferie et cogeneration de BEAUVAL,5005829,ENERGIE MEAUX,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1,Details
EU518388,10-72,2019-04-24 16:45:42.995,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,France,100,Chaufferie de Chelles,5005360,CHELLES CHALEUR,1,Details
EU518302,10-2,2019-04-24 16:45:11.8,Completed,Italy,100,Operator Account,5012585,TOLENTINO SPA,European Commission,100,EU Allowance deletion,5016380,European Commission,41328,Details
EU518360,10-71,2019-04-24 16:44:53.605,Completed,France,100,Chaufferie de Chelles,5005360,CHELLES CHALEUR,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1,Details
