Transaction ID,Transaction Type,Transaction Date,Transaction Status,Transferring Registry,Transferring Account Type,Transferring Account Name,Transferring Account Identifier,Transferring Account Holder,Acquiring Registry,Acquiring Account Type,Acquiring Account Name,Acquiring Account Identifier,Acquiring Account Holder,Nb of units,Option
EU495526,10-71,2019-03-08 10:06:15.225,Completed,Italy,100,SACAL SPA,5021119,SACAL Società Alluminio Carisio S.p.A.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,961,Details
EU495172,10-0,2019-03-08 10:03:03.176,Completed,United Kingdom,100,ENI ETS UK 1,5016886,Eni Trading and Shipping SpA,United Kingdom,100,PE UK Trading,5007759,Versalis UK Limited,6161,Details
EU495157,10-0,2019-03-08 10:02:47.096,Completed,United Kingdom,100,ENI ETS UK 1,5016886,Eni Trading and Shipping SpA,United Kingdom,100,Operator Account,5008590,Eni UK Ltd.,1350,Details
EU495463,10-0,2019-03-08 10:02:02.459,Completed,Spain,100,"Naturgy Energy Group, S.A.",5017187,"Naturgy Energy Group, S.A.",Spain,100,Wind to Market SA,5017211,"WIND TO MARKET, S.A.",334,Details
EU495403,10-0,2019-03-08 10:01:46.159,Completed,United Kingdom,100,Gazprom Marketing & Trading (TRADING ACCOUNT),5017318,Gazprom Marketing & Trading Limited,United Kingdom,100,Gazprom Marketing & Trading Retail (Trading Account),5017319,Gazprom Marketing & Trading Retail Ltd,28985,Details
EU495477,10-0,2019-03-08 10:00:56.241,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,1000,Details
EU495288,10-2,2019-03-08 10:00:23.186,Completed,United Kingdom,100,Alba Northern,5007096,Ithaca Oil and Gas Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,157837,Details
EU495291,10-2,2019-03-08 09:58:53.564,Completed,United Kingdom,100,Alba FSU,5007099,Ithaca Oil and Gas Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,8805,Details
EU495296,10-2,2019-03-08 09:57:51.634,Completed,United Kingdom,100,Captain Wellhead,5007103,Ithaca Energy (UK) Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,107790,Details
EU495297,10-2,2019-03-08 09:56:01.794,Completed,United Kingdom,100,Captain FPSO,5008600,Ithaca Energy (UK) Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,88245,Details
EU495396,10-2,2019-03-08 09:31:03.125,Completed,United Kingdom,100,University of Strathclyde,5027779,University of Strathclyde,European Commission,100,EU Allowance deletion,5016380,European Commission,707,Details
EU495416,10-2,2019-03-08 08:54:35.234,Completed,France,100,D'AUCY LE FAOUET,5005909,D'AUCY LE FAOUET,European Commission,100,EU Allowance deletion,5016380,European Commission,7694,Details
EU495461,10-2,2019-03-08 08:20:35.492,Completed,United Kingdom,100,Solenis - Bradford,5008584,Solenis UK Industries Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,20589,Details
EU490185,10-2,2019-03-08 08:19:34.19,Completed,United Kingdom,100,INEOS Manufacturing (Hull) Ltd,5018394,INEOS Manufacturing (Hull) Ltd,European Commission,100,EU Allowance deletion,5016380,European Commission,6835,Details
EU495435,10-36,2019-03-08 01:30:29.643,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Grupo Ferroatlántica, S.A.U. - Fábrica de Sabón",5018665,"Grupo Ferroatlántica, S.A.U.",137914,Details
EU495434,10-36,2019-03-08 01:30:29.589,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Sweden,100,HVC P10,5002089,Solör Bioenergi Strängnäs AB,1243,Details
EU495437,10-36,2019-03-08 01:30:29.53,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Cementos Portland Valderrivas, S.A - Instalación Morata de Tajuña",5009463,"Cementos Portland Valderrivas, S.A.",92990,Details
EU495446,10-36,2019-03-08 01:30:29.515,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Latvia,100,Operator Account:LV105,5012166,"SIA ""KRONOSPAN Riga""",35619,Details
EU495426,10-36,2019-03-08 01:30:29.469,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Undefasa, S.A.",5018313,"Undefasa, S.A.",12677,Details
EU495445,10-36,2019-03-08 01:30:29.447,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Norway,100,SMA Mineral AS,5012277,SMA Mineral AS,63804,Details
